,bathrooms,bedrooms,interest_level,num_photos,num_features,num_description_words,created_month,created_day,neighbourhood,price
89246,1.0,3,medium,4,7,123,4,29,Financial District,4000
89248,2.0,3,low,3,12,105,4,13,Yorkville,5300
89252,1.0,2,low,7,7,116,4,19,Little Italy,3995
89253,1.0,2,low,6,1,89,4,2,Sutton Place,2900
89258,1.0,1,low,10,5,60,4,24,Gramercy,3150
89259,2.0,4,medium,4,2,93,4,20,Yorkville,4600
89260,1.0,2,low,6,8,149,4,18,Morningside Heights,3000
89263,1.0,2,high,5,11,84,4,15,Midtown South,3150
89265,1.0,2,low,5,3,65,4,17,Yorkville,2475
89266,1.0,1,low,4,4,30,4,25,Upper West Side,3425
89269,2.0,3,low,5,13,41,4,17,Financial District,4800
89272,1.0,1,low,0,8,1,4,5,Yorkville,3295
89273,1.0,1,low,2,4,65,4,20,Manhattan Valley,2900
89274,2.0,3,high,6,6,106,4,12,Murray Hill,4300
89276,1.0,1,low,4,10,59,4,17,Clinton,3190
89278,2.0,2,low,5,9,276,4,15,Turtle Bay,4650
89286,1.0,1,low,8,8,131,4,21,Gramercy,3000
89288,1.0,2,low,0,3,23,4,22,Hamilton Heights,2100
89290,2.0,3,low,0,3,63,4,20,Hamilton Heights,4475
89293,1.0,2,low,4,13,68,4,12,Clinton,3800
89295,1.0,2,low,15,3,6,4,13,Lenox Hill,5775
89296,3.0,4,low,8,11,124,4,29,Carnegie Hill,16000
89297,1.0,0,low,9,5,185,4,28,Financial District,2625
89300,1.0,1,low,11,5,76,4,26,Flatiron,3295
89301,1.0,1,low,0,1,81,4,21,Midtown,2975
89302,1.0,2,medium,5,13,123,4,4,Chelsea,3600
89303,1.0,1,low,3,5,155,4,26,Manhattan Valley,2500
89304,1.0,1,low,7,3,88,4,22,Yorkville,2850
89306,1.0,1,low,10,7,188,4,26,Midtown,4100
89308,1.0,0,low,5,3,113,4,22,Murray Hill,2600
89309,1.0,1,high,2,2,48,4,27,Carnegie Hill,1700
89310,2.0,2,medium,7,1,81,4,11,Noho,2800
89313,2.0,2,low,6,5,60,4,8,Yorkville,5600
89315,1.0,2,medium,5,2,80,4,2,Soho,3295
89316,1.0,1,low,5,9,142,4,13,Financial District,3230
89317,1.0,1,low,3,2,88,4,8,Sutton Place,2295
89318,1.0,2,low,7,2,35,4,2,Chelsea,3600
89323,1.0,2,high,5,2,107,4,30,Chinatown,2400
89325,2.0,3,medium,4,5,98,4,2,Lower East Side,4895
89326,1.0,3,low,5,2,1,4,16,Manhattan Valley,3600
89327,1.0,2,low,0,1,1,4,23,Manhattan Valley,2895
89328,1.0,1,high,8,9,55,4,13,Carnegie Hill,2450
89330,1.0,0,low,3,3,103,4,15,Lenox Hill,1950
89331,1.0,0,high,4,4,42,4,6,East Village,2150
89333,1.0,0,medium,5,4,72,4,3,Chelsea,2450
89335,1.0,2,medium,5,8,141,4,14,East Village,3695
89339,1.0,2,low,0,1,36,4,17,Manhattan Valley,2895
89341,1.0,2,medium,5,7,91,4,14,Gramercy,2995
89344,2.0,3,low,7,11,117,4,2,Yorkville,3750
89346,1.0,2,medium,8,9,120,4,13,Financial District,3215
89349,1.0,2,medium,6,4,66,4,6,Carnegie Hill,2850
89352,1.0,2,low,7,7,88,4,28,Financial District,3500
89355,1.0,3,low,3,7,77,4,14,Financial District,4523
89359,1.0,1,low,6,9,84,4,15,Carnegie Hill,3000
89360,1.0,3,low,2,1,79,4,29,Lenox Hill,3700
89365,3.0,3,low,7,4,68,4,9,Yorkville,7695
89370,1.0,3,low,3,7,79,4,6,Tudor City,3900
89373,1.0,1,medium,2,5,233,4,27,Manhattan Valley,2300
89375,1.5,3,low,4,8,142,4,26,Gramercy,5000
89377,1.0,1,medium,7,1,89,4,16,Clinton,2495
89381,1.0,2,low,8,7,15,4,19,Stuyvesant Town,4215
89386,1.0,1,low,6,5,109,4,17,Midtown South,3295
89392,1.0,0,high,4,0,56,4,6,Murray Hill,1850
89393,1.0,3,low,0,3,60,4,17,West Village,5995
89395,1.0,1,low,12,3,1,4,2,Gramercy,2695
89401,1.0,2,low,5,4,93,4,6,Morningside Heights,3000
89405,1.0,0,low,4,6,9,4,21,Lincoln Square,3011
89406,1.0,1,low,5,10,120,4,6,Manhattan Valley,2650
89409,1.0,2,high,8,7,149,4,20,Greenwich Village,4360
89410,2.0,4,low,5,5,237,4,12,Lower East Side,6695
89416,1.0,0,low,11,3,121,4,20,Midtown,2650
89417,1.0,0,low,6,6,47,4,18,Sutton Place,2290
89419,1.0,1,low,5,3,207,4,25,Murray Hill,3595
89420,1.0,2,low,14,9,239,4,27,East Harlem,2750
89421,1.0,1,low,6,3,120,4,2,Gramercy,3300
89426,1.0,2,low,6,14,213,4,27,Clinton,3500
89430,1.0,2,low,8,2,300,4,23,Gramercy,4800
89432,1.0,1,medium,6,1,72,4,25,Washington Heights,1825
89433,1.0,1,low,4,0,54,4,18,Sutton Place,3150
89434,2.0,3,medium,4,12,99,4,27,Gramercy,4895
89441,1.0,1,low,3,4,71,4,13,Lenox Hill,2900
89443,0.0,0,low,7,3,91,4,12,East Village,4295
89444,3.0,1,low,7,13,54,4,7,Midtown South,4950
89448,1.0,1,low,5,5,122,4,15,Roosevelt Island,3595
89452,1.0,1,high,4,5,50,4,6,Chelsea,2390
89458,1.0,1,high,5,11,95,4,28,Lincoln Square,2955
89461,1.0,0,low,0,5,1,4,23,Murray Hill,2500
89462,2.0,3,medium,4,5,49,4,24,Greenwich Village,6700
89463,1.0,1,low,3,3,56,4,22,Upper East Side,2825
89464,1.0,0,low,0,9,1,4,12,Civic Center,3380
89465,1.0,2,low,0,2,10,4,20,Carnegie Hill,2200
89467,1.0,0,medium,3,12,184,4,9,Lincoln Square,2500
89469,1.0,0,low,3,5,64,4,30,Gramercy,2900
89476,1.0,1,low,4,3,156,4,26,Lower East Side,3525
89477,1.0,1,medium,5,5,87,4,28,Carnegie Hill,2500
89478,2.0,2,low,1,8,70,4,4,Battery Park City,5795
89479,1.0,0,low,5,7,196,4,29,Murray Hill,2400
89480,1.0,1,low,5,3,91,4,4,Carnegie Hill,2800
89482,1.0,3,low,7,4,72,4,16,Chelsea,6500
89483,0.0,2,low,7,5,174,4,22,Soho,9800
89485,1.0,3,low,8,6,120,4,19,Tribeca,5300
89486,1.0,2,medium,8,13,300,4,8,Financial District,3150
89489,2.0,3,medium,5,9,93,4,26,Tribeca,5800
89490,1.0,1,medium,6,10,79,4,12,Clinton,2785
89492,1.0,4,medium,5,11,145,4,11,Financial District,5850
89493,1.0,0,low,9,5,88,4,16,Financial District,2960
89495,2.0,3,medium,5,7,75,4,22,Flatiron,5000
89500,1.0,0,medium,6,4,93,4,14,Noho,3100
89508,1.0,1,high,7,4,49,4,5,Manhattanville,1600
89513,1.0,1,low,0,2,1,4,27,Lenox Hill,3500
89514,1.0,3,medium,0,2,9,4,26,Gramercy,4495
89517,1.0,2,medium,8,6,76,4,19,Roosevelt Island,3500
89521,4.0,5,low,6,11,166,4,12,Yorkville,9000
89525,1.0,0,low,4,4,8,4,29,Chelsea,2400
89526,1.0,2,medium,6,8,119,4,25,Financial District,2947
89532,2.0,4,medium,4,3,120,4,15,Gramercy,6795
89533,1.0,1,low,0,3,35,4,3,Upper West Side,3375
89538,1.0,0,low,8,5,110,4,24,Financial District,2782
89542,2.0,4,low,0,2,9,4,20,Lower East Side,6495
89546,2.0,2,medium,12,8,91,4,16,Lincoln Square,2975
89549,1.0,2,low,6,4,75,4,13,Noho,4034
89551,1.0,2,low,3,8,86,4,28,Greenwich Village,5395
89552,1.0,1,low,5,3,67,4,19,Greenwich Village,2750
89554,1.0,2,low,5,7,104,4,27,Lenox Hill,3350
89557,1.0,2,medium,5,0,55,4,7,Tudor City,3995
89558,1.0,1,low,5,4,33,4,16,Lincoln Square,2595
89562,1.0,1,low,12,3,172,4,3,Lenox Hill,3200
89563,1.0,2,low,8,12,116,4,13,Midtown South,4700
89568,2.0,2,low,9,8,99,4,15,Midtown South,7000
89571,1.0,2,medium,5,6,125,4,15,Carnegie Hill,2700
89575,3.0,3,low,10,4,72,4,6,Lenox Hill,5300
89576,1.0,0,low,4,1,58,4,24,Yorkville,1975
89577,1.0,0,low,1,4,9,4,19,Sutton Place,3200
89578,1.0,1,low,5,1,71,4,6,Lenox Hill,1700
89583,2.0,3,low,2,11,58,4,19,Civic Center,5500
89586,1.0,3,medium,5,7,106,4,28,Turtle Bay,3800
89590,1.0,3,low,6,7,107,4,20,Financial District,4450
89591,1.0,1,low,4,4,78,4,26,Upper East Side,3200
89595,1.0,0,low,4,9,87,4,21,Midtown South,3350
89601,2.0,2,low,10,5,9,4,14,Midtown South,6561
89605,1.0,1,low,1,6,68,4,19,Carnegie Hill,3095
89606,1.0,1,low,4,13,88,4,26,East Village,3180
89608,1.0,0,high,5,1,67,4,13,Clinton,1700
89614,1.0,1,medium,5,5,121,4,10,Yorkville,1995
89632,2.0,2,low,5,12,43,4,16,Tribeca,6000
89633,1.0,1,low,1,6,28,4,29,Chelsea,3300
89638,1.0,0,low,8,4,84,4,26,Midtown South,3810
89639,2.0,3,low,0,2,9,4,13,Chelsea,7250
89643,2.0,3,low,7,6,107,4,21,Gramercy,5400
89644,1.0,1,low,6,2,79,4,21,Lincoln Square,3950
89647,1.0,0,high,3,10,91,4,19,Carnegie Hill,2150
89650,1.0,1,medium,4,0,67,4,15,East Harlem,2300
89653,1.0,3,high,3,12,65,4,12,Civic Center,4500
89658,1.0,1,low,6,4,95,4,29,Little Italy,3695
89659,1.5,2,low,9,5,4,4,4,Yorkville,4495
89662,1.0,1,low,4,8,37,4,7,Financial District,4240
89667,1.0,2,medium,5,5,58,4,5,East Village,3300
89668,1.0,0,low,10,6,224,4,14,Financial District,2894
89669,1.0,1,low,7,4,65,4,11,Yorkville,3281
89674,1.0,4,low,0,2,1,4,23,Hamilton Heights,3100
89685,2.0,1,low,5,4,63,4,26,Lincoln Square,5795
89688,1.0,1,high,4,7,84,4,13,Flatiron,4000
89692,1.0,1,low,0,4,85,4,14,Midtown,2595
89697,2.0,2,low,4,4,16,4,13,Clinton,5195
89698,2.0,2,medium,8,8,299,4,5,Lenox Hill,8500
89700,1.0,1,low,0,3,16,4,14,East Harlem,1650
89702,1.0,2,low,7,11,160,4,26,Tudor City,3400
89703,1.0,0,medium,5,8,68,4,13,East Harlem,1930
89704,2.0,2,low,8,3,112,4,27,Chelsea,4600
89707,2.5,3,low,11,8,185,4,30,Sutton Place,6200
89708,1.0,1,medium,7,15,223,4,13,Clinton,2730
89711,3.0,3,low,6,13,86,4,27,Yorkville,11000
89715,1.0,2,high,6,0,38,4,18,Greenwich Village,2875
89718,2.0,2,low,6,2,63,4,21,Stuyvesant Town,4956
89720,1.0,0,low,3,6,114,4,22,Murray Hill,2500
89721,2.0,3,low,4,10,76,4,13,East Harlem,3495
89722,1.0,1,low,3,1,1,4,18,Murray Hill,2775
89723,1.0,2,low,7,3,67,4,7,West Village,4525
89726,1.0,2,medium,11,5,22,4,3,Yorkville,2700
89727,2.0,3,low,12,10,114,4,19,Clinton,4900
89729,2.0,3,low,10,4,4,4,9,Lenox Hill,7500
89730,1.0,1,high,5,3,59,4,16,East Harlem,1700
89731,3.0,3,low,2,4,192,4,7,Upper West Side,7895
89733,1.0,3,medium,8,10,113,4,2,Turtle Bay,4495
89736,2.0,2,low,4,7,144,4,3,Noho,4195
89738,1.0,2,low,0,4,49,4,4,Lenox Hill,4000
89740,1.0,3,low,6,10,75,4,29,Clinton,4495
89742,1.0,0,low,0,1,9,4,20,Flatiron,3995
89745,1.0,1,medium,10,9,95,4,28,East Village,2895
89752,1.0,0,low,0,5,1,4,14,Gramercy,2850
89755,1.0,1,low,5,1,4,4,11,Yorkville,2050
89757,1.0,2,low,7,7,40,4,15,Financial District,3525
89759,1.0,0,low,5,0,65,4,12,East Village,50614
89762,1.0,3,low,5,8,167,4,16,Financial District,3650
89764,1.0,2,low,5,3,107,4,26,Midtown,3300
89765,1.0,2,medium,12,4,89,4,12,Clinton,2568
89766,1.0,2,low,5,3,55,4,3,East Village,3575
89768,1.0,3,low,7,4,119,4,7,West Village,4000
89775,4.0,4,low,9,12,97,4,5,Lenox Hill,12500
89778,1.0,3,low,6,5,92,4,26,Gramercy,4900
89783,1.0,0,low,5,2,70,4,10,Midtown,2100
89790,1.0,1,low,4,0,50,4,23,Greenwich Village,2940
89796,1.0,3,low,32,2,9,4,16,Stuyvesant Town,6075
89798,1.0,0,low,4,5,58,4,23,Financial District,3215
89801,1.0,0,low,3,6,104,4,22,Greenwich Village,2600
89802,1.0,0,low,4,8,131,4,2,Murray Hill,2700
89803,1.0,3,medium,4,9,55,4,28,West Village,6095
89804,1.0,0,medium,5,5,117,4,23,Lincoln Square,2700
89807,2.0,2,low,0,12,15,4,16,Battery Park City,7100
89808,1.0,2,low,5,1,31,4,27,Manhattan Valley,2900
89809,2.0,2,low,4,4,92,4,27,Turtle Bay,3400
89814,1.0,1,low,6,0,65,4,18,Murray Hill,2200
89817,2.0,4,high,7,2,48,4,29,Chelsea,6200
89820,1.0,1,low,9,7,60,4,20,Roosevelt Island,3595
89825,2.0,4,low,4,12,181,4,5,Sutton Place,6200
89830,1.0,2,medium,6,1,31,4,28,East Village,2900
89831,2.0,3,medium,4,3,56,4,6,East Village,5000
89836,1.0,1,low,3,3,30,4,28,Clinton,2995
89837,1.0,0,low,4,2,50,4,25,Noho,2100
89838,1.0,0,low,6,7,103,4,6,Chelsea,2400
89842,1.0,0,low,0,1,91,4,12,Lenox Hill,1850
89846,2.0,2,low,8,11,74,4,17,Midtown South,6425
89849,1.5,3,low,6,8,101,4,12,Turtle Bay,4250
89850,1.0,2,low,8,5,47,4,20,Lenox Hill,3665
89851,1.0,0,low,6,6,20,4,30,Midtown,2450
89854,1.0,1,low,3,1,38,4,2,Lenox Hill,2250
89858,1.0,0,medium,4,7,59,4,3,Murray Hill,2800
89860,1.0,3,medium,2,1,51,4,24,Gramercy,4300
89863,1.0,3,low,7,3,2,4,22,Yorkville,3300
89868,1.0,1,medium,6,6,100,4,21,Clinton,2700
89876,1.0,1,low,0,3,2,4,16,Little Italy,3795
89877,1.0,0,low,5,5,83,4,24,East Village,2725
89878,1.0,3,low,9,10,103,4,27,Chelsea,5200
89881,1.0,1,low,4,4,47,4,2,Sutton Place,2850
89885,1.0,0,medium,5,10,120,4,22,Yorkville,2150
89886,1.0,0,low,2,1,54,4,15,Yorkville,1750
89891,1.0,0,low,6,3,39,4,27,Sutton Place,2800
89902,1.0,0,low,4,4,104,4,12,Midtown,2000
89913,2.0,2,low,6,12,76,4,21,Carnegie Hill,4100
89914,1.0,1,low,3,0,25,4,17,Yorkville,1850
89917,1.0,0,low,5,5,20,4,28,Chelsea,2150
89920,3.0,3,low,1,6,60,4,2,Lincoln Square,13000
89921,1.0,2,low,3,3,149,4,26,Tudor City,3295
89923,1.0,2,low,3,10,92,4,25,Lincoln Square,3300
89927,1.0,0,low,3,4,160,4,29,Flatiron,2300
89930,1.0,1,low,6,8,80,4,6,Financial District,2600
89933,1.0,0,medium,3,4,86,4,26,Turtle Bay,2300
89943,1.0,2,high,6,0,71,4,4,East Harlem,1850
89949,2.0,1,low,7,3,18,4,4,Upper West Side,2700
89953,1.0,3,low,9,7,67,4,19,Hamilton Heights,2700
89955,1.0,1,low,10,7,148,4,13,Lower East Side,3983
89957,2.5,3,low,9,12,248,4,6,Carnegie Hill,12500
89963,1.0,0,high,4,4,47,4,9,Clinton,1650
89965,1.0,2,low,6,6,42,4,11,East Harlem,2850
89966,2.0,3,low,6,8,93,4,28,East Harlem,3593
89967,1.0,0,low,6,10,168,4,13,Clinton,3002
89968,1.0,0,low,0,3,7,4,20,East Harlem,1550
89974,1.0,0,medium,7,9,122,4,29,Midtown,3095
89976,1.0,3,low,5,7,103,4,21,Tudor City,4595
89978,1.0,1,low,0,1,2,4,8,Carnegie Hill,2325
89979,1.0,1,low,5,4,65,4,23,Clinton,2250
89980,1.0,1,low,0,9,1,4,23,Carnegie Hill,3355
89981,1.0,2,low,6,0,9,4,6,Noho,4495
89988,1.0,2,low,4,6,85,4,5,Hamilton Heights,2000
89989,1.0,1,low,8,4,110,4,13,Flatiron,3900
89991,2.0,2,medium,8,10,107,4,7,Clinton,4495
89999,1.0,0,high,3,5,55,4,14,West Village,2299
90000,1.0,1,low,7,7,74,4,9,Yorkville,2850
90001,1.0,0,high,9,5,104,4,18,Murray Hill,2095
90004,2.0,2,medium,6,11,120,4,30,Midtown South,5995
90005,1.0,1,low,6,9,112,4,13,Soho,7250
90006,1.0,1,low,11,8,89,4,29,Financial District,3250
90009,2.5,2,low,10,5,76,4,14,Murray Hill,6595
90011,1.0,2,medium,5,9,98,4,2,Gramercy,3100
90012,1.0,0,medium,4,3,92,4,13,Murray Hill,2400
90013,1.0,2,low,9,5,52,4,8,Greenwich Village,5395
90014,1.0,1,medium,6,2,85,4,20,Greenwich Village,3800
90019,1.0,1,medium,7,2,76,4,15,Chelsea,3499
90022,2.0,2,low,10,2,9,4,21,Lincoln Square,5600
90026,1.0,1,high,6,7,14,4,22,West Village,4295
90028,1.0,0,high,13,5,6,4,21,Gramercy,3300
90036,1.0,2,low,0,3,9,4,20,East Harlem,2995
90042,2.0,4,medium,6,12,109,4,26,Gramercy,6500
90043,2.0,3,low,6,12,92,4,6,Financial District,4595
90047,1.0,2,medium,4,1,46,4,28,Greenwich Village,4500
90049,1.0,3,low,8,6,132,4,26,Hamilton Heights,3000
90054,1.0,3,low,0,4,58,4,6,Clinton,4495
90056,1.0,0,low,3,9,71,4,13,Financial District,2850
90058,1.0,3,low,4,3,71,4,4,Murray Hill,4700
90059,1.0,2,low,5,6,127,4,19,Gramercy,3795
90060,1.0,2,medium,3,0,51,4,25,Greenwich Village,3199
90063,1.0,2,medium,7,1,77,4,28,Upper East Side,2850
90069,1.0,2,low,4,5,44,4,26,East Village,3600
90070,1.0,0,high,4,12,122,4,27,Financial District,2400
90078,1.0,0,low,12,10,30,4,11,Financial District,2875
90081,1.0,2,low,6,0,27,4,23,Washington Heights,2300
90084,1.0,0,medium,4,6,91,4,14,Murray Hill,3100
90087,1.0,3,medium,8,8,102,4,8,Hamilton Heights,3000
90088,1.0,0,low,2,4,118,4,13,Flatiron,2700
90089,1.0,2,low,11,9,129,4,21,Washington Heights,2450
90091,1.0,2,medium,3,3,82,4,9,Carnegie Hill,3500
90092,1.0,1,high,6,7,70,4,15,Upper East Side,2700
90094,1.0,2,high,4,1,109,4,9,East Village,2900
90097,1.0,0,low,3,2,1,4,26,Chelsea,2150
90099,1.0,1,low,7,2,211,4,6,Carnegie Hill,4320
90102,2.0,3,high,6,6,142,4,19,Tribeca,4300
90103,1.0,2,low,5,6,74,4,18,Murray Hill,3300
90105,1.0,3,medium,8,5,112,4,21,Murray Hill,5100
90115,2.0,3,high,6,2,111,4,8,Murray Hill,5400
90119,2.0,3,medium,11,10,116,4,8,Financial District,4500
90120,1.0,1,medium,5,1,66,4,17,Manhattanville,1750
90127,1.0,2,low,6,1,110,4,29,Inwood,2375
90130,2.0,2,low,0,2,1,4,10,Hamilton Heights,2750
90132,1.0,0,medium,6,5,100,4,10,Lincoln Square,2646
90133,1.0,1,low,4,6,64,4,2,Murray Hill,4000
90134,1.0,0,low,5,8,36,4,3,Financial District,2500
90135,2.0,3,low,7,4,214,4,23,Central Harlem,3950
90136,1.0,1,low,10,9,93,4,13,Financial District,4310
90137,1.5,3,low,11,8,223,4,26,Roosevelt Island,4200
90143,1.0,1,low,1,3,106,4,8,Noho,3350
90145,1.0,0,low,4,6,57,4,9,Turtle Bay,2650
90153,2.0,4,low,0,3,1,4,21,Lower East Side,6495
90154,1.0,1,low,8,8,20,4,19,Upper West Side,3425
90163,1.0,2,low,6,0,45,4,27,Central Harlem,1995
90164,1.0,2,low,4,1,54,4,19,Upper West Side,5900
90167,1.0,3,low,10,8,83,4,9,Hamilton Heights,3200
90174,1.0,0,low,7,15,145,4,20,Lincoln Square,2565
90175,1.0,2,high,5,4,159,4,13,East Village,3100
90176,1.0,0,medium,4,4,56,4,15,Upper East Side,2100
90177,1.0,1,low,0,1,51,4,29,Clinton,2300
90178,1.0,1,low,3,2,101,4,16,Manhattan Valley,2750
90183,0.0,0,low,5,2,68,4,16,Lenox Hill,2650
90186,2.0,3,low,6,8,112,4,2,Upper West Side,4899
90188,1.0,2,low,6,9,103,4,14,Financial District,2997
90191,1.0,1,low,5,4,139,4,4,East Harlem,2150
90192,1.0,2,low,4,4,120,4,20,Lower East Side,2900
90195,1.0,2,low,3,3,69,4,11,Little Italy,4695
90198,2.0,2,low,0,2,1,4,28,Carnegie Hill,8375
90199,2.0,4,medium,7,17,112,4,26,Tudor City,6200
90202,2.0,3,low,4,10,139,4,22,Carnegie Hill,6150
90205,2.0,2,low,7,9,51,4,25,Civic Center,6100
90213,1.0,2,medium,3,4,31,4,19,Civic Center,3895
90214,1.0,2,low,6,3,46,4,16,Financial District,3550
90218,1.0,2,medium,3,0,9,4,19,West Village,3785
90219,1.0,1,high,4,7,73,4,22,Yorkville,2300
90220,1.0,1,low,5,5,106,4,9,Sutton Place,4000
90224,1.0,0,medium,4,4,86,4,24,Flatiron,2529
90231,2.0,2,low,6,11,151,4,9,Clinton,4870
90235,2.0,4,medium,7,13,135,4,2,Murray Hill,7000
90236,1.0,1,low,4,6,68,4,4,Financial District,3200
90241,1.0,0,medium,4,7,153,4,14,Manhattan Valley,2446
90245,1.0,1,low,10,8,86,4,7,Clinton,3325
90246,1.0,1,low,5,6,95,4,20,Midtown,3710
90248,1.0,0,medium,4,8,98,4,15,Sutton Place,2650
90250,2.0,3,low,5,7,100,4,28,Upper West Side,3900
90255,1.0,1,low,10,1,129,4,21,Yorkville,2550
90257,1.0,0,medium,4,4,61,4,8,Murray Hill,2000
90259,1.0,1,medium,4,8,83,4,3,Gramercy,2695
90261,1.0,1,low,5,6,231,4,29,Chelsea,3400
90266,2.0,2,low,5,10,88,4,16,Tribeca,3692
90268,1.0,2,low,3,3,85,4,8,Clinton,3950
90269,1.0,1,medium,5,16,255,4,16,Financial District,2895
90270,1.0,0,high,3,8,60,4,17,Carnegie Hill,2550
90275,1.0,0,low,4,3,58,4,26,West Village,3350
90286,1.0,0,low,10,9,141,4,4,Tribeca,3595
90288,2.0,3,low,5,5,97,4,27,Lenox Hill,4583
90290,1.0,2,low,5,3,125,4,13,Manhattanville,2464
90291,1.0,1,low,6,4,80,4,12,Clinton,2550
90297,3.0,2,low,6,4,100,4,4,Tudor City,7374
90302,1.0,1,low,6,9,108,4,14,Tudor City,3295
90304,1.0,3,low,32,2,9,4,9,Stuyvesant Town,5502
90311,1.0,2,low,4,1,50,4,6,Chelsea,3800
90317,2.0,2,low,7,17,109,4,19,Battery Park City,7150
90319,1.0,2,low,4,1,143,4,19,Lower East Side,3785
90321,1.0,1,low,3,4,96,4,27,Lincoln Square,3425
90325,1.0,2,low,7,12,247,4,27,Manhattan Valley,4695
90331,1.0,2,high,8,14,197,4,19,Midtown South,3008
90334,1.0,1,low,5,10,128,4,13,Yorkville,3095
90336,2.0,4,high,8,16,124,4,16,Flatiron,6800
90339,1.0,0,high,5,4,282,4,3,Sutton Place,1950
90341,1.0,1,low,1,5,107,4,17,Yorkville,3095
90342,1.0,1,medium,4,6,115,4,11,Manhattan Valley,3100
90349,1.0,4,high,6,5,116,4,23,East Harlem,3385
90350,1.0,1,low,3,0,56,4,12,Clinton,3695
90353,1.0,3,low,6,9,71,4,27,Financial District,4510
90354,1.0,1,low,5,3,60,4,15,Little Italy,3595
90355,1.0,2,medium,7,10,118,4,6,Upper West Side,3150
90357,1.0,3,low,7,4,70,4,27,East Village,4895
90359,1.0,1,low,0,3,1,4,9,Manhattan Valley,3800
90362,1.0,2,low,2,7,38,4,27,Noho,4295
90366,1.0,3,low,7,5,71,4,24,East Village,5000
90367,1.0,2,high,7,2,77,4,7,Washington Heights,2000
90371,1.0,1,low,7,3,64,4,5,Lincoln Square,3395
90375,1.0,1,high,5,10,69,4,23,Murray Hill,2150
90384,1.0,3,medium,5,2,100,4,6,East Village,4950
90388,1.0,2,low,0,3,4,4,2,Gramercy,3150
90391,2.0,2,low,7,9,120,4,26,Tudor City,5570
90392,1.0,1,medium,6,4,59,4,18,Upper East Side,2495
90393,1.0,1,low,1,6,48,4,19,Murray Hill,3525
90398,3.0,3,low,7,10,135,4,20,Sutton Place,10000
90399,1.5,2,low,6,7,105,4,20,Sutton Place,4500
90400,2.0,4,medium,4,15,193,4,12,Lincoln Square,6800
90404,1.0,0,medium,2,7,222,4,20,Financial District,2425
90408,1.0,2,low,8,10,153,4,14,Clinton,3095
90410,1.0,1,low,5,11,119,4,5,Lincoln Square,3381
90412,1.0,0,medium,1,4,83,4,19,Yorkville,1700
90421,1.0,2,low,5,4,111,4,6,Tudor City,3125
90427,1.0,1,low,1,1,58,4,16,Upper West Side,3895
90430,1.0,0,medium,4,1,150,4,16,East Harlem,1750
90431,2.0,3,medium,8,4,48,4,29,Lenox Hill,5300
90432,1.0,0,low,0,3,13,4,16,Flatiron,2550
90438,1.0,0,low,5,10,112,4,26,Midtown South,3426
90439,1.0,1,low,8,10,86,4,20,Clinton,3200
90448,1.0,2,low,7,9,170,4,11,Hamilton Heights,2300
90450,1.0,1,low,2,8,81,4,13,Financial District,3450
90451,1.0,2,low,4,12,73,4,2,Tudor City,3295
90452,1.0,2,medium,10,8,215,4,30,East Harlem,2275
90454,1.0,1,low,5,8,79,4,21,Turtle Bay,3600
90457,2.0,2,low,3,6,122,4,6,Noho,4195
90458,2.0,3,low,8,8,57,4,5,Flatiron,4900
90459,1.0,0,low,5,4,35,4,26,Midtown,2900
90464,1.0,1,low,8,6,95,4,2,Greenwich Village,4150
90465,2.0,3,low,8,11,69,4,20,Lincoln Square,4700
90467,2.0,4,medium,6,13,103,4,5,Financial District,5075
90469,1.0,0,high,4,7,39,4,4,Murray Hill,2200
90479,1.0,1,high,6,3,78,4,29,East Village,2500
90480,1.0,2,low,3,0,103,4,15,Gramercy,3095
90487,2.0,3,medium,8,6,82,4,27,Lenox Hill,4000
90489,2.0,2,low,5,8,99,4,9,Lincoln Square,5400
90492,1.0,1,low,3,3,45,4,8,Yorkville,2800
90493,1.0,2,low,9,2,174,4,2,East Village,4250
90495,2.0,3,low,5,3,86,4,23,Chelsea,5175
90498,1.0,2,low,6,4,123,4,18,Lincoln Square,3850
90500,2.0,2,low,8,12,205,4,13,Clinton,8564
90506,1.0,0,low,3,2,12,4,13,Yorkville,2209
90510,1.0,0,medium,4,3,25,4,19,Chelsea,2300
90511,4.0,4,low,1,2,77,4,18,Carnegie Hill,31500
90514,1.0,5,low,5,2,4,4,12,Morningside Heights,6000
90515,1.0,2,low,5,7,128,4,8,Little Italy,4300
90517,1.0,0,low,3,1,62,4,9,Yorkville,1955
90518,1.0,1,low,1,5,49,4,2,Turtle Bay,2995
90519,1.0,1,low,20,3,9,4,21,Noho,4745
90522,1.0,1,medium,9,5,80,4,9,Financial District,3600
90524,2.0,2,low,8,16,181,4,20,Clinton,4430
90533,1.0,3,low,6,9,113,4,17,Clinton,4900
90534,1.0,0,low,4,6,4,4,14,Murray Hill,3100
90537,2.0,2,low,6,2,64,4,12,Gramercy,4905
90541,2.0,3,low,6,0,74,4,23,Upper East Side,4375
90545,1.0,1,low,8,6,176,4,12,East Harlem,1650
90547,1.0,1,low,8,4,137,4,23,Noho,3595
90549,1.0,2,high,5,8,203,4,9,Financial District,2600
90563,2.0,2,medium,7,8,220,4,29,Lincoln Square,5500
90566,1.0,2,high,4,4,74,4,16,Upper West Side,2800
90574,1.0,2,low,6,2,25,4,26,West Village,4800
90575,1.0,1,low,6,8,81,4,5,Financial District,3500
